Source,Title,Link,Summary,SEO_Score
Dinamina,ආසි­යාවට බලපාන  සුළි කුණාටු අව­දා­නම,https://www.dinamina.lk/2025/12/05/featured/245064/%e0%b6%86%e0%b7%83%e0%b7%92%e0%b6%ba%e0%b7%8f%e0%b7%80%e0%b6%a7-%e0%b6%b6%e0%b6%bd%e0%b6%b4%e0%b7%8f%e0%b6%b1-%e0%b7%83%e0%b7%94%e0%b7%85%e0%b7%92-%e0%b6%9a%e0%b7%94%e0%b6%ab%e0%b7%8f%e0%b6%a7/,"<p>මේ වසරේ ආර­ම්භයේ සිට පැසි­ෆික් සහ ඉන්දි­යානු සාග­ර­වල අවම වශ­යෙන් සුළි කුණාටු 16ක් සහ පීඩන අව­පාත දුසිම් ගණ­නක් සිදුවී ඇති අතර, අධික&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/featured/245064/%e0%b6%86%e0%b7%83%e0%b7%92%e0%b6%ba%e0%b7%8f%e0%b7%80%e0%b6%a7-%e0%b6%b6%e0%b6%bd%e0%b6%b4%e0%b7%8f%e0%b6%b1-%e0%b7%83%e0%b7%94%e0%b7%85%e0%b7%92-%e0%b6%9a%e0%b7%94%e0%b6%ab%e0%b7%8f%e0%b6%a7/"">ආසි­යාවට බලපාන  සුළි කුණාටු අව­දා­නම</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,ගොවි­යාට හානිවන කිසිදු පිය­ව­රක් ගන්නේ නැහැ,https://www.dinamina.lk/2025/12/05/local/245050/%e0%b6%9c%e0%b7%9c%e0%b7%80%e0%b7%92%e0%b6%ba%e0%b7%8f%e0%b6%a7-%e0%b7%84%e0%b7%8f%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b6%b1-%e0%b6%9a%e0%b7%92%e0%b7%83%e0%b7%92%e0%b6%af%e0%b7%94-%e0%b6%b4%e0%b7%92/,"<p>ගොවි­යාට හානිවන කිසිදු පිය­ව­රක් නොගන්නා බවත්, ඒ සම්බ­න්ධ­යෙන් පැතිර යන අසත්‍ය ප්‍රචා­ර­ව­ලට නොරැ­ව­ටෙන ලෙසත් කෘෂි­කර්ම හා ඉඩම් ඇමැති කේ. ඩී. ලාල්කාන්ත මහතා&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/local/245050/%e0%b6%9c%e0%b7%9c%e0%b7%80%e0%b7%92%e0%b6%ba%e0%b7%8f%e0%b6%a7-%e0%b7%84%e0%b7%8f%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b6%b1-%e0%b6%9a%e0%b7%92%e0%b7%83%e0%b7%92%e0%b6%af%e0%b7%94-%e0%b6%b4%e0%b7%92/"">ගොවි­යාට හානිවන කිසිදු පිය­ව­රක් ගන්නේ නැහැ</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Dinamina,දොඩං­ගොඩ පාල­මෙහි සිරවූ අප­ද්‍රව්‍ය ඉව­තට,https://www.dinamina.lk/2025/12/05/provincial-news/245206/%e0%b6%af%e0%b7%9c%e0%b6%a9%e0%b6%82%e0%b6%9c%e0%b7%9c%e0%b6%a9-%e0%b6%b4%e0%b7%8f%e0%b6%bd%e0%b6%b8%e0%b7%99%e0%b7%84%e0%b7%92-%e0%b7%83%e0%b7%92%e0%b6%bb%e0%b7%80%e0%b7%96-%e0%b6%85/,"<p>දිව­යි­නට බලපෑ අය­හ­පත් කාල­ගු­ණය හේතු­වෙන් ගිංගඟ හරහා වැටී ඇති දොඩං­ගොඩ පාලම යට එක්රැස්ව සිරවි තිබූ අප­ද්‍රව්‍ය ඉවත් කිරීමේ ශ්‍රම මෙහෙ­යු­මක් ගාල්ල දිස්ත්‍රික්&#8230;</p>
<p>The post <a href=""https://www.dinamina.lk/2025/12/05/provincial-news/245206/%e0%b6%af%e0%b7%9c%e0%b6%a9%e0%b6%82%e0%b6%9c%e0%b7%9c%e0%b6%a9-%e0%b6%b4%e0%b7%8f%e0%b6%bd%e0%b6%b8%e0%b7%99%e0%b7%84%e0%b7%92-%e0%b7%83%e0%b7%92%e0%b6%bb%e0%b7%80%e0%b7%96-%e0%b6%85/"">දොඩං­ගොඩ පාල­මෙහි සිරවූ අප­ද්‍රව්‍ය ඉව­තට</a> appeared first on <a href=""https://www.dinamina.lk"">දිනමිණ</a>.</p>",7
Silumina,එක්ව නැඟිටිමු!,https://www.silumina.lk/2025/11/29/news/53277/%e0%b6%91%e0%b6%9a%e0%b7%8a%e0%b7%80-%e0%b6%b1%e0%b7%90%e0%b6%9f%e0%b7%92%e0%b6%a7%e0%b7%92%e0%b6%b8%e0%b7%94/,"<p>රට පුරා පැති­රුණු දැවැන්ත විනා­ශ­යක් හමුවේ වුවද අප ශක්ති­මත්ය. නිල සහ ස්වේච්ඡා මුදා­ගැ­නීමේ මෙහෙ­යුම් හා සහන සැල­සීම් තව­දු­ර­ටත් තහ­වුරු කර­මින් සිටින්නේ එයයි. රටේ සියලු දිස්ත්‍රි­ක්ක­ව­ලට බල­පෑම් කළ දැවැන්ත විනා­ශ­යෙන් අහිමි&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/news/53277/%e0%b6%91%e0%b6%9a%e0%b7%8a%e0%b7%80-%e0%b6%b1%e0%b7%90%e0%b6%9f%e0%b7%92%e0%b6%a7%e0%b7%92%e0%b6%b8%e0%b7%94/"">එක්ව නැඟිටිමු!</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,ව්‍යාපාරික,https://www.silumina.lk/2025/11/29/classifieds/53201/%e0%b7%80%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b7%8f%e0%b6%bb%e0%b7%92%e0%b6%9a-113/,"<p>වෙළෙඳ ව්‍යාපාරික අවස්ථාවන් අක්කර දෙකක ඉඩ­මක වගා කර ලැබෙන ලාභය බෙදා ගැනී­මට අයෙකු අවශ්‍යයි. 0112578090,​ 0112578520. 078437 ලියා­ප­දිංචි ප්‍රකාශ­ක­ය­කුගේ 2026 වස­රට සූදා­නම් පොත් ව්‍යාපෘති­යක ලාභය සමව බෙදා­ගැ­නීමේ පද­න­මෙන් ආයෝ­ජ­න­යක් කිරී­මට&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/classifieds/53201/%e0%b7%80%e0%b7%8a%e0%b6%ba%e0%b7%8f%e0%b6%b4%e0%b7%8f%e0%b6%bb%e0%b7%92%e0%b6%9a-113/"">ව්‍යාපාරික</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,රැකී රක්ෂා,https://www.silumina.lk/2025/11/29/classifieds/53200/%e0%b6%bb%e0%b7%90%e0%b6%9a%e0%b7%93-%e0%b6%bb%e0%b6%9a%e0%b7%8a%e0%b7%82%e0%b7%8f-88/,"<p>රැකී රක්‍ෂා රැකීරක්‍ෂා සේවා විදේශ රැකියා සම්බ­න්ධ­යෙන් ඔබ උන­න්දු­වක් දක්ව­න්නෙ­හිද? ඉදි­කි­රීම්,​ සෞඛ්‍ය සේවා,​ රෝහල්,​ ආප­න­ශාලා,​ අාරක්‍ෂක සමා­ගම් යන අංශ­යන්හි ආබෑර්තු ඇත. (SLBFE බල­පත්‍ර අංකය 3563) ඔබගේ ජීව දත්ත කරු­ණා­කර c​v​k​e​c​t​@​g​m​a​i​l​.​c​o​m​&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/classifieds/53200/%e0%b6%bb%e0%b7%90%e0%b6%9a%e0%b7%93-%e0%b6%bb%e0%b6%9a%e0%b7%8a%e0%b7%82%e0%b7%8f-88/"">රැකී රක්ෂා</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,නිවාස හා ඉඩම්,https://www.silumina.lk/2025/11/29/classifieds/53199/%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b7%8f%e0%b7%83-%e0%b7%84%e0%b7%8f-%e0%b6%89%e0%b6%a9%e0%b6%b8%e0%b7%8a-118/,"<p>නිවාස හා ඉඩම් වතුපිටි විකිණීම කුරු­ණෑ­ගල බෝග­මුවේ වගා­වට සුදුසු අක්කර 4 ක හිස් ඉඩ­මක් විකි­ණී­මට. අක්ක­ර­යක් ලක්ෂ 50. 0773166172,​ 0789716105. 078401 මහි­යං­ග­නය රිදී­මා­ලි­යද්ද අරාව පාරේ කජු අක්කර 4.29 ක ඉඩම&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/classifieds/53199/%e0%b6%b1%e0%b7%92%e0%b7%80%e0%b7%8f%e0%b7%83-%e0%b7%84%e0%b7%8f-%e0%b6%89%e0%b6%a9%e0%b6%b8%e0%b7%8a-118/"">නිවාස හා ඉඩම්</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,සාමාන්‍ය ‌සේවා,https://www.silumina.lk/2025/11/29/classifieds/53198/%e0%b7%83%e0%b7%8f%e0%b6%b8%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%9a%e0%b7%80%e0%b7%8f-112/,"<p>විවිධ අමතර ඉගැන්වීම් (ටියුෂන්) අ.උ.පෙ PHYSICS 070-3067766,​ COMBINED MATHS 077-5828008,​ CHEMISTRY 070-5070100 පළ­පු­රුදු උපා­ධි­ධාරී ගුරු­ව­රු­න්ගෙන් තනිව/​ කණ්ඩා­යම්. Live/​ onilne. 077996 BIOLOGY A/​L,​ උත්ත­ර­පත්‍ර පරීක්‍ෂකව­ර­යෙකි. පුන­රී­ක්ෂණ සිද්ධාන්ත ප්‍රවීණ ආචා­ර්ය­ව­ර­යෙක් නිව­සට. මහ­නු­වර,​&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/classifieds/53198/%e0%b7%83%e0%b7%8f%e0%b6%b8%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%9a%e0%b7%80%e0%b7%8f-112/"">සාමාන්‍ය ‌සේවා</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,රථවාහන,https://www.silumina.lk/2025/11/29/classifieds/53197/%e0%b6%bb%e0%b6%ae%e0%b7%80%e0%b7%8f%e0%b7%84%e0%b6%b1-66/,"<p>රථවාහන වෑන් රථ විකිණීම පාසල් ළමුන් ප්‍රවාහ­න­යට සුදුසු ඉතා අනර්ඝ තත්ත්වයේ එල්ෆ් රූට් වෑන් රථ­යක් විකි­ණී­මට ඇත. වැඩිම ඉල්ලු­මට දෙමි. විම­සන්න. 071-2117260. 078415 බස් හා ලොරි රථ විකිණීම 42-1210 බෙන්ස්&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/classifieds/53197/%e0%b6%bb%e0%b6%ae%e0%b7%80%e0%b7%8f%e0%b7%84%e0%b6%b1-66/"">රථවාහන</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,ප්‍රා/ලේ.ට අලු­තින් මූල්‍ය බල­තල,https://www.silumina.lk/2025/11/29/news/53284/%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%8f-%e0%b6%bd%e0%b7%9a-%e0%b6%a7-%e0%b6%85%e0%b6%bd%e0%b7%94%e0%b6%ad%e0%b7%92%e0%b6%b1%e0%b7%8a-%e0%b6%b8%e0%b7%96%e0%b6%bd%e0%b7%8a%e0%b6%ba/,"<p>රට තුළ පව­තින ආපදා තත්ත්වය හේතු­වෙන් පීඩා­වට පත්ව ඇති ජන­තා­වට කඩි­න­මින් සහන සැල­සී­මට ගත යුතු පිය­වර සම්බ­න්ධ­යෙන් දිස්ත්‍රික් ලේක­ම්ව­රුන් හා ප්‍රාදේ­ශීය ලේක­ම්ව­රුන් දැනු­වත් කර­මින්, මුදල් ක්‍රම­ස­ම්පා­දන සහ ආර්ථික සංව­ර්ධන අමා­ත්‍යාං­ශයේ&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/news/53284/%e0%b6%b4%e0%b7%8a%e0%b6%bb%e0%b7%8f-%e0%b6%bd%e0%b7%9a-%e0%b6%a7-%e0%b6%85%e0%b6%bd%e0%b7%94%e0%b6%ad%e0%b7%92%e0%b6%b1%e0%b7%8a-%e0%b6%b8%e0%b7%96%e0%b6%bd%e0%b7%8a%e0%b6%ba/"">ප්‍රා/ලේ.ට අලු­තින් මූල්‍ය බල­තල</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,අවශ්‍ය සහය අපි දෙන්නම්,https://www.silumina.lk/2025/11/29/news/53358/%e0%b6%85%e0%b7%80%e0%b7%81%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%84%e0%b6%ba-%e0%b6%85%e0%b6%b4%e0%b7%92-%e0%b6%af%e0%b7%99%e0%b6%b1%e0%b7%8a%e0%b6%b1%e0%b6%b8%e0%b7%8a/,"<p>දිට්වා සුළි­කු­ණා­ටු­වෙන් විප­තට පත් ජන­තා­වට අවශ්‍ය වන්දි ලබා­දී­මට ප්‍රමා­ණ­වත් පරිදි මුදල් වෙන් කිරීමේ ගැටලු ඇත්නම්, ඒ සඳහා මුදල් වෙන් කර­ගැ­නී­මට කඩි­න­මින් පරි­පූ­රක ඇස්ත­මේ­න්තු­වක් පාර්ලි­මේ­න්තු­වට ඉදි­රි­පත් කරන ලෙසත්, ඊට සහය දීමට තමා සූදා­නම්&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/news/53358/%e0%b6%85%e0%b7%80%e0%b7%81%e0%b7%8a%e0%b6%ba-%e0%b7%83%e0%b7%84%e0%b6%ba-%e0%b6%85%e0%b6%b4%e0%b7%92-%e0%b6%af%e0%b7%99%e0%b6%b1%e0%b7%8a%e0%b6%b1%e0%b6%b8%e0%b7%8a/"">අවශ්‍ය සහය අපි දෙන්නම්</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,අග­මැතිනිය සහ තානා­ප­ති­ව­රුන් අතර සහන ගැන විශේෂ සාක­ච්ඡා­වක්,https://www.silumina.lk/2025/11/29/news/53364/%e0%b6%85%e0%b6%9c%e0%b6%b8%e0%b7%90%e0%b6%ad%e0%b7%92%e0%b6%b1%e0%b7%92%e0%b6%ba-%e0%b7%83%e0%b7%84-%e0%b6%ad%e0%b7%8f%e0%b6%b1%e0%b7%8f%e0%b6%b4%e0%b6%ad%e0%b7%92%e0%b7%80/,"<p>හදිසි ගංව­තුර තත්ත්ව­යෙන් පීඩා­වට පත් පුර­වැ­සි­යන්ට සහන සැල­සීම සහ විප­තට පත් වූවන් බේරා­ගැ­නීම සඳහා වන රජයේ අඛණ්ඩ සහන මෙහෙ­යුම් සහ ප්‍රති­සා­ධන පිය­වර පිළි­බඳ දැනු­වත් කිරීම සඳහා අග­මැති ආචාර්ය හරිනි අම­ර­සූ­රිය&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/news/53364/%e0%b6%85%e0%b6%9c%e0%b6%b8%e0%b7%90%e0%b6%ad%e0%b7%92%e0%b6%b1%e0%b7%92%e0%b6%ba-%e0%b7%83%e0%b7%84-%e0%b6%ad%e0%b7%8f%e0%b6%b1%e0%b7%8f%e0%b6%b4%e0%b6%ad%e0%b7%92%e0%b7%80/"">අග­මැතිනිය සහ තානා­ප­ති­ව­රුන් අතර සහන ගැන විශේෂ සාක­ච්ඡා­වක්</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Silumina,තනි­කම කියන්නෙ සුන්දර දෙයක් නෙවෙයි,https://www.silumina.lk/2025/11/29/rasanduna/53141/%e0%b6%ad%e0%b6%b1%e0%b7%92%e0%b6%9a%e0%b6%b8-%e0%b6%9a%e0%b7%92%e0%b6%ba%e0%b6%b1%e0%b7%8a%e0%b6%b1%e0%b7%99-%e0%b7%83%e0%b7%94%e0%b6%b1%e0%b7%8a%e0%b6%af%e0%b6%bb-%e0%b6%af%e0%b7%99%e0%b6%ba/,"<p>මේ දින­වල සුප්‍රීම් ටීවීහි විකා­ශය වන ඉන්දික ධර්ම­ති­ල­කගේ යොවුන් වසන්තේ ටෙලි නිර්මා­ණය තාරු­ණ්‍යයේ ආක­ර්ෂ­ණය දිනා­ගත් ජන­ප්‍රිය ටෙලි නිර්මා­ණ­යකි. එහි සාරාගේ යෙහෙ­ළිය භාග්‍යා ලෙසින් ඔබ හමු­වට එන ඇය සෙව්වන්දි හත­ර­සිං­හය. පසිඳු&#8230;</p>
<p>The post <a href=""https://www.silumina.lk/2025/11/29/rasanduna/53141/%e0%b6%ad%e0%b6%b1%e0%b7%92%e0%b6%9a%e0%b6%b8-%e0%b6%9a%e0%b7%92%e0%b6%ba%e0%b6%b1%e0%b7%8a%e0%b6%b1%e0%b7%99-%e0%b7%83%e0%b7%94%e0%b6%b1%e0%b7%8a%e0%b6%af%e0%b6%bb-%e0%b6%af%e0%b7%99%e0%b6%ba/"">තනි­කම කියන්නෙ සුන්දර දෙයක් නෙවෙයි</a> appeared first on <a href=""https://www.silumina.lk"">සිළුමිණ</a>.</p>",6
Thinakaran,இந்தியாவிற்கு உத்தியோகபூர்வ விஜயம் மேற்கொண்ட ரஷ்ய ஜனாதிபதி,https://www.thinakaran.lk/2025/12/05/breaking-news/167425/%e0%ae%87%e0%ae%a8%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af%e0%ae%be%e0%ae%b5%e0%ae%bf%e0%ae%b1%e0%af%8d%e0%ae%95%e0%af%81-%e0%ae%89%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af%e0%af%8b%e0%ae%95%e0%ae%aa/,"<p>இரு நாட்​கள் அரசு முறை பயண​மாக டெல்லி வந்த ரஷ்ய ஜனாதிபதி விளாடிமிர் புடினை பிரதமர் நரேந்​திர மோடி விமான நிலை​யத்​தில் நேரில் வரவேற்​றார். ஜனாதிபதி புதினுக்கு நேற்றிரவு அவர்&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/breaking-news/167425/%e0%ae%87%e0%ae%a8%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af%e0%ae%be%e0%ae%b5%e0%ae%bf%e0%ae%b1%e0%af%8d%e0%ae%95%e0%af%81-%e0%ae%89%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af%e0%af%8b%e0%ae%95%e0%ae%aa/"">இந்தியாவிற்கு உத்தியோகபூர்வ விஜயம் மேற்கொண்ட ரஷ்ய ஜனாதிபதி</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
Thinakaran,இஸ்ரேல் நடத்திய புதிய தாக்குதலில் இரு சிறுவர்களுடன் 5 பலஸ்தீனர் பலி,https://www.thinakaran.lk/2025/12/05/world/167352/%e0%ae%87%e0%ae%b8%e0%af%8d%e0%ae%b0%e0%af%87%e0%ae%b2%e0%af%8d-%e0%ae%a8%e0%ae%9f%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%aa%e0%af%81%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%a4%e0%ae%be/,"<p>காசாவில் போர் நிறுத்தம் அமுலில் இருந்தபோதும் இஸ்ரேலின் தாக்குதல்கள் தொடர்வதோடு தெற்கு காசாவில் இடம்பெற்ற புதிய தாக்குதல் ஒன்றில் இரு சிறுவர்கள் உட்பட ஐந்து பலஸ்தீனர்கள் கொல்லப்பட்டதாக காசா சிவில்&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/world/167352/%e0%ae%87%e0%ae%b8%e0%af%8d%e0%ae%b0%e0%af%87%e0%ae%b2%e0%af%8d-%e0%ae%a8%e0%ae%9f%e0%ae%a4%e0%af%8d%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%aa%e0%af%81%e0%ae%a4%e0%ae%bf%e0%ae%af-%e0%ae%a4%e0%ae%be/"">இஸ்ரேல் நடத்திய புதிய தாக்குதலில் இரு சிறுவர்களுடன் 5 பலஸ்தீனர் பலி</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
Thinakaran,19 நாடுகளைச் சேர்ந்தவர்கள் அமெரிக்கா குடியேறத் தடை,https://www.thinakaran.lk/2025/12/05/world/167355/19-%e0%ae%a8%e0%ae%be%e0%ae%9f%e0%af%81%e0%ae%95%e0%ae%b3%e0%af%88%e0%ae%9a%e0%af%8d-%e0%ae%9a%e0%af%87%e0%ae%b0%e0%af%8d%e0%ae%a8%e0%af%8d%e0%ae%a4%e0%ae%b5%e0%ae%b0%e0%af%8d%e0%ae%95%e0%ae%b3/,"<p>19 நாடுகளைச் சேர்ந்தவர்களின் குடியேற்ற விண்ணப்பங்களை அமெரிக்க அரசு தற்காலிகமாக முடக்கியுள்ளது. இது, கடந்த ஜூன் மாதத்தில் அறிவிக்கப்பட்ட பயணத் தடை உத்தரவின் தொடா்ச்சியாகும். நிரந்தர குடியேற்ற உரிமம் (க்ரீன்&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/world/167355/19-%e0%ae%a8%e0%ae%be%e0%ae%9f%e0%af%81%e0%ae%95%e0%ae%b3%e0%af%88%e0%ae%9a%e0%af%8d-%e0%ae%9a%e0%af%87%e0%ae%b0%e0%af%8d%e0%ae%a8%e0%af%8d%e0%ae%a4%e0%ae%b5%e0%ae%b0%e0%af%8d%e0%ae%95%e0%ae%b3/"">19 நாடுகளைச் சேர்ந்தவர்கள் அமெரிக்கா குடியேறத் தடை</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
Thinakaran,வடகீழ் பருவமழை படிப்படியாக நிலை பெற்று வருகிறது,https://www.thinakaran.lk/2025/12/05/breaking-news/167419/%e0%ae%b5%e0%ae%9f%e0%ae%95%e0%af%80%e0%ae%b4%e0%af%8d-%e0%ae%aa%e0%ae%b0%e0%af%81%e0%ae%b5%e0%ae%ae%e0%ae%b4%e0%af%88-%e0%ae%aa%e0%ae%9f%e0%ae%bf%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%9f%e0%ae%bf-3/,"<p>&#8211; நாட்டின் பெரும்பாலான பகுதிகளில் பிற்பகல் 1.00 மணிக்கு பின் மழை நாடு முழுவதும் வடகீழ் பருவமழை படிப்படியாக நிலைபெற்று வருவதாக, வளிமண்டலவியல் திணைக்களம் எதிர்வுகூறியுள்ளது. இன்றையதினம் (05) நாட்டின்&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/breaking-news/167419/%e0%ae%b5%e0%ae%9f%e0%ae%95%e0%af%80%e0%ae%b4%e0%af%8d-%e0%ae%aa%e0%ae%b0%e0%af%81%e0%ae%b5%e0%ae%ae%e0%ae%b4%e0%af%88-%e0%ae%aa%e0%ae%9f%e0%ae%bf%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%9f%e0%ae%bf-3/"">வடகீழ் பருவமழை படிப்படியாக நிலை பெற்று வருகிறது</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
Thinakaran,"இயல்பு வாழ்வை கட்டியெழுப்ப முதற்கட்ட நிதியாக ரூ.10,290 மில்லியன்",https://www.thinakaran.lk/2025/12/05/breaking-news/167385/%e0%ae%87%e0%ae%af%e0%ae%b2%e0%af%8d%e0%ae%aa%e0%af%81-%e0%ae%b5%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%b5%e0%af%88-%e0%ae%95%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf%e0%ae%af%e0%af%86%e0%ae%b4%e0%af%81%e0%ae%aa/,"<p>வட மாகாணத்துக்கு 1872 மில்லியன் ரூபா மாவட்ட செயலாளர்களின் கண்காணிப்பில் பங்கீடு அனர்த்த நிலையிலும் ஆட்சிக்கு அலையும் கூட்டம் பாதிக்கப்பட்ட மக்களின் இயல்பு வாழ்க்கையை மீளக் கட்டியெழுப்பும் பணிகளுக்கு முதற்கட்டமாக&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/breaking-news/167385/%e0%ae%87%e0%ae%af%e0%ae%b2%e0%af%8d%e0%ae%aa%e0%af%81-%e0%ae%b5%e0%ae%be%e0%ae%b4%e0%af%8d%e0%ae%b5%e0%af%88-%e0%ae%95%e0%ae%9f%e0%af%8d%e0%ae%9f%e0%ae%bf%e0%ae%af%e0%af%86%e0%ae%b4%e0%af%81%e0%ae%aa/"">இயல்பு வாழ்வை கட்டியெழுப்ப முதற்கட்ட நிதியாக ரூ.10,290 மில்லியன்</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
Thinakaran,நீடிக்கப்பட்ட நிதி வசதியில் 350 மில்லியன் டொலர்; இரண்டு வாரங்களில் உதவி,https://www.thinakaran.lk/2025/12/05/breaking-news/167380/%e0%ae%a8%e0%af%80%e0%ae%9f%e0%ae%bf%e0%ae%95%e0%af%8d%e0%ae%95%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%9f%e0%af%8d%e0%ae%9f-%e0%ae%a8%e0%ae%bf%e0%ae%a4%e0%ae%bf-%e0%ae%b5%e0%ae%9a%e0%ae%a4%e0%ae%bf%e0%ae%af/,"<p>சர்வதேச நாணய நிதியத்தின் நீடிக்கப்பட்ட நிதி வசதியின் கீழ்,ஆறாவது தவணையாக,சுமார் 350 மில்லியன் டொலர் நிதியை இரண்டு வாரங்களுக்குள் இலங்கைக்கு வழங்கவுள்ளதாக சர்வதேச நாணய நிதியம் அறிவித்துள்ளது.நிதியமைச்சில் நடைபெற்ற உயர்மட்ட&#8230;</p>
<p>The post <a href=""https://www.thinakaran.lk/2025/12/05/breaking-news/167380/%e0%ae%a8%e0%af%80%e0%ae%9f%e0%ae%bf%e0%ae%95%e0%af%8d%e0%ae%95%e0%ae%aa%e0%af%8d%e0%ae%aa%e0%ae%9f%e0%af%8d%e0%ae%9f-%e0%ae%a8%e0%ae%bf%e0%ae%a4%e0%ae%bf-%e0%ae%b5%e0%ae%9a%e0%ae%a4%e0%ae%bf%e0%ae%af/"">நீடிக்கப்பட்ட நிதி வசதியில் 350 மில்லியன் டொலர்; இரண்டு வாரங்களில் உதவி</a> appeared first on <a href=""https://www.thinakaran.lk"">Thinakaran</a>.</p>",8
